"Source","RelativePath","Pattern","MatchCount","Examples"
"air-combat-script","localizations\default\interface\text\mission\single\common.pot","SpawnDeployment","1","reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\00-bootcamp\03_artillery-reinforcements.pot","SpawnDeployment","1","deploy"
"air-combat-script","localizations\default\interface\text\mission\single\00-bootcamp\04_reinforcements-offmap-support.pot","SpawnDeployment","10","call in | reinforcement | call in | call in | reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1941_11_typhoon.pot","Aircraft","2","plane | plane"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1942_05_kerch.pot","Cleanup","13","destroyed | Retreat | retreat | retreat | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1942_05_kerch.pot","Aircraft","12","aircraft | aircraft | aircraft | aircraft | fighter"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1942_05_kerch.pot","SpawnDeployment","1","deploy"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1942_09_pavlovs_house.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1942_12_winterstorm.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1943_07_ponyri.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1944_10_courland.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\01-rus\1944_10_courland.pot","SpawnDeployment","46","reinforcement | reinforcement | reinforcement | reinforcement | reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1941_10_glushkovo.pot","SpawnDeployment","21","reinforcement | reinforcement | Deploy | reinforcement | reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1942_01_vyazma.pot","Aircraft","2","aircraft | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1942_09_elbrus.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1943_02_krasny_bor.pot","Cleanup","1","destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1943_07_petrovka.pot","Cleanup","9","destroyed | Retreat | destroyed | destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1943_07_petrovka.pot","Aircraft","7","aircraft | fighter | plane | fighter | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1943_07_petrovka.pot","SpawnDeployment","1","reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1943_11_wotan.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1943_11_wotan.pot","SpawnDeployment","1","deploy"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1944_03_narva.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1944_03_narva.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger\1944_09_yugoslavia.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger-west\1944_06_saint_lo_hills.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger-west\1944_08_07_luttich.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger-west\1944_08_19_falaise_escape.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger-west\1944_08_19_falaise_escape.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\02-ger-west\1945_01_thirimont.pot","SpawnDeployment","2","Deploy | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\03-fin\1939_12_kollaa.pot","Cleanup","7","retreat | retreat | destroyed | retreat | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\03-fin\1941_08_ino_station.pot","SpawnDeployment","2","deploy | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\03-fin\1944_06_tali-ilhantala.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\03-fin\1944_06_tali-ilhantala.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_06_pointe_du_hoc.pot","Cleanup","3","destroyed | destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_06_pointe_du_hoc.pot","Airborne","2","airborne | Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_06_pointe_du_hoc.pot","SpawnDeployment","2","call in | Call in"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_07_hedgerow_hell.pot","Aircraft","1","plane"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_07_hedgerow_hell.pot","SpawnDeployment","2","Call-in | Call-in"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_07_skirmish_operation_cobra.pot","Aircraft","2","plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_07_skirmish_operation_cobra.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_08_mortain.pot","Cleanup","1","destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_08_skirmish_falaise_pocket.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_08_skirmish_falaise_pocket.pot","Aircraft","2","plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_08_skirmish_falaise_pocket.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_10_skirmish_hurtgen_forest.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_10_skirmish_hurtgen_forest.pot","Aircraft","2","plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_10_skirmish_hurtgen_forest.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_12_hill400.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_12_skirmish_bulge.pot","Aircraft","2","plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\1944_12_skirmish_bulge.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\reinf_usa.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\04-usa\reinf_usa.pot","SpawnDeployment","1","Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_01_pathfinders.pot","Cleanup","1","destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_01_pathfinders.pot","Airborne","2","airborne | airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_01_pathfinders.pot","Aircraft","3","aircraft | aircraft | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_01_pathfinders.pot","SpawnDeployment","1","Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_02_sainte_mere_eglise.pot","Cleanup","6","destroyed | destroyed | destroyed | destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_02_sainte_mere_eglise.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_02_sainte_mere_eglise.pot","Aircraft","1","Aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_02_sainte_mere_eglise.pot","SpawnDeployment","1","deploy"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_03_brecourt_manor.pot","Cleanup","2","destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_03_brecourt_manor.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_04_la-fiere_bridge.pot","Airborne","2","Airborne | Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_04_la-fiere_bridge.pot","SpawnDeployment","1","call in"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_05_carentan.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_06_bloody_gulch.pot","Cleanup","2","destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_06_06_bloody_gulch.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_09_01_nijmegen.pot","Airborne","4","Airborne | Airborne | Airborne | Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_09_01_nijmegen.pot","SpawnDeployment","1","call in"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_09_02_veghel.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_12_01_noville.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_12_02_elsenborn.pot","Airborne","2","Airborne | Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1944_12_03_bastogne.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1945_04_30_elbe.pot","Airborne","2","Airborne | Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\1945_04_30_elbe.pot","Aircraft","1","aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\campaign.pot","Airborne","1","AIRBORNE"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\reinf_usa.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\041-usa_airborne\reinf_usa.pot","SpawnDeployment","1","Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_05_13_dyle.pot","Cleanup","5","destroyed | destroyed | destroyed | destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_05_13_dyle.pot","Aircraft","7","plane | plane | aircraft | plane | plane"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_05_20_arras_skirmish.pot","Cleanup","1","destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_05_20_arras_skirmish.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_06_03_dunkirk.pot","Cleanup","4","retreat | retreat | retreat | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_06_03_dunkirk.pot","Aircraft","1","plane"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1940_06_03_dunkirk.pot","Dogfight","2","Dogfight | Dogfight"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_06_05_pegasus.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_07_13_villers-bocage_skirmish.pot","Aircraft","2","plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_07_13_villers-bocage_skirmish.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_07_18_caen_goodwood.pot","Cleanup","1","destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_07_18_caen_goodwood.pot","SpawnDeployment","1","call in"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_09_17_arnhem.pot","Cleanup","2","destroyed | retreat"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_09_17_arnhem.pot","Airborne","2","Airborne | Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_09_20_marketgarden_skirmish.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_09_20_marketgarden_skirmish.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_09_20_oosterbeek.pot","Cleanup","4","retreat | retreat | destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1944_09_20_oosterbeek.pot","Airborne","1","Airborne"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1945_03_24_varsity.pot","Cleanup","4","destroyed | destroyed | destroyed | destroyed"
"air-combat-script","localizations\default\interface\text\mission\single\05-eng\1945_03_24_varsity.pot","Airborne","6","airborne | airborne | Airborne | Airborne | airborne"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1940_06_st_valery_en_caux.pot","SpawnDeployment","1","call in"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1944_06_swordbeach.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1944_06_tilly_sur_seulles.pot","Aircraft","3","plane | plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1944_06_tilly_sur_seulles.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1944_09_koevering.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1944_10_woensdrecht.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\051-ger_finesthour\1944_10_woensdrecht.pot","SpawnDeployment","1","reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\06-bonus\1941_12_feodosia.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\06-bonus\1941_12_feodosia.pot","Aircraft","3","aircraft | aircraft | plane"
"air-combat-script","localizations\default\interface\text\mission\single\06-bonus\1945_04_yugoslavia.pot","Aircraft","11","fighter | fighter | fighter | fighter | fighter"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1940_02-fin_honkaniemi.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1940_02-fin_honkaniemi.pot","SpawnDeployment","2","Reinforcement | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_07-fin_petrozavodsk.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_07-fin_petrozavodsk.pot","SpawnDeployment","2","Reinforcement | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_07-rus_smolensk.pot","Aircraft","2","plane | aircraft"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_07-rus_smolensk.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_08-fin_polar_fox_alakurtti.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_08-fin_polar_fox_alakurtti.pot","SpawnDeployment","2","Reinforcement | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1941_11-ger_moscow.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1942_10-rus_stalingrad_volga.pot","Aircraft","1","plane"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1942_10-rus_stalingrad_volga.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1942_11-ger_mamayev_kurgan.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1943_02-ger_kharkov.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1943_02-ger_kharkov.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1944_07-fin_ilomantsi.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1944_07-fin_ilomantsi.pot","Aircraft","1","plane"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1944_07-fin_ilomantsi.pot","SpawnDeployment","2","Reinforcement | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1944_07-rus_op_bagration.pot","Cleanup","1","retreat"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1944_07-rus_op_bagration.pot","SpawnDeployment","2","Reinforcement | deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1945-04-ger_berlin.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\1945_04-rus_seelow_heights.pot","SpawnDeployment","1","Reinforcement"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\reinf_eng.pot","SpawnDeployment","2","Deploy | Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\reinf_fin.pot","SpawnDeployment","1","Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\reinf_ger.pot","SpawnDeployment","1","Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\reinf_rus.pot","SpawnDeployment","1","Deploy"
"air-combat-script","localizations\default\interface\text\mission\single\0x-skirmish\_common.pot","SpawnDeployment","1","call-in"
"air-combat-script","resource\entity\-vehicle\eng\airborne\blenheim_mk1_eng\blenheimmk1.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\blenheim_mk1_eng\blenheim_mk1_eng.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\blenheim_mk1_eng\blenheim_mk1_eng.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\blenheim_mk1_eng\blenheim_mk1_eng_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\blenheim_mk1_eng\blenheim_mk1_eng_ai.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\blenheim_mk1_eng\blenheim_mk1_eng_user.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribombermk2c.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_air_combat.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_air_combat.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_air_combat_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_air_combat_ai.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_cas.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_cas.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_cas_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_cas_ai.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_user.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurribomber_mk2c\hurribomber_mk2c_user.def","Airborne","4","airborne | airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurricane_mk1a\hurricane_mk1a.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurricane_mk1a\hurricane_mk1a.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\hurricane_mk1a\hurricane_mk1a.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\typhoon_mk1b\typhoon_mk1b.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\eng\airborne\typhoon_mk1b\typhoon_mk1b.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\typhoon_mk1b\typhoon_mk1b.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\eng\airborne\typhoon_mk1b\typhoon_mk1b_recon.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109f4.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109f42.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_air_combat.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_air_combat.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_air_combat_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_air_combat_ai.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_cas.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_cas.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_cas_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_cas_ai.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_user.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf109_f4old\bf109_f4_user.def","Airborne","4","airborne | airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf110_e2\bf110e2.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf110_e2\bf110_e2.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf110_e2\bf110_e2_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf110_e2\bf110_e2_ai.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\airborne\bf110_e2\bf110_e2_user.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\germany\tank_light\select\select.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\tank_light\select\select.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\germany\tank_light\select_human\select_human.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\tank_light\select_human\select_human.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\germany\tank_light\select_human1\select_human1.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\germany\tank_light\select_human1\select_human1.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\c47_d\c47_d.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\c47_d\c47_d.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\c47_d\c47_d_ai.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47d22.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_air_combat.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_air_combat.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_air_combat_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_air_combat_ai.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_cas.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_cas.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_cas_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_cas_ai.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_combat.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_user.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\usa\airborne\p47_d22\p47_d22_user.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2mod42.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_air_combat.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_air_combat.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_cas.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_cas.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_cas_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_cas_ai.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\il2_mod42\il2_mod42_user.def","Airborne","3","airborne | airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\po2\po2dsk.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\po2\po2dsk.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\po2\po2dskai.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\yak1_ser69\yak1ser69.mdl","Airborne","1","airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\yak1_ser69\yak1_ser69combat.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\yak1_ser69\yak1_ser69combat.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\yak1_ser69\yak1_ser69combat_ai.def","Cleanup","1","remove"
"air-combat-script","resource\entity\-vehicle\ussr\airborne\yak1_ser69\yak1_ser69combat_ai.def","Airborne","2","airborne | airborne"
"air-combat-script","resource\entity\humanskin\human\human.mdl","SpawnDeployment","1","spawn"
"air-combat-script","resource\interface\scene\minimap\minimap.set","Airborne","1","airborne"
"air-combat-script","resource\interface\scene\minimap\minimap.set","Aircraft","1","aircraft"
"air-combat-script","resource\map\multi\dcg_script.inc","Conquest","33","dcg | dcg | dcg | dcg | dcg"
"air-combat-script","resource\map\multi\dcg_script.inc","Cleanup","15","remove | remove | destroyed | destroyed | destroyed"
"air-combat-script","resource\map\multi\dcg_script.inc","SpawnDeployment","2","spawn | spawn"
